"UKPRN","Institution","Subject","Level","Question number","answered 1","answered 2","answered 3","answered 4","answered 5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Number of Respondents","Sample size","Two years aggregate data?"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q8",0%,0%,0%,46%,54%,0,84%,100%,100%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q9",0%,0%,0%,50%,50%,0,84%,100%,100%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q10",0%,0%,4%,42%,54%,0,77%,96%,99%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q11",0%,0%,4%,42%,54%,0,77%,96%,99%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q12",4%,0%,4%,35%,57%,1,71%,91%,98%,23,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q13",4%,4%,8%,33%,50%,0,62%,83%,94%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q14",0%,0%,9%,26%,65%,1,71%,91%,98%,23,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q15",0%,0%,4%,42%,54%,0,77%,96%,99%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q16",4%,21%,17%,46%,13%,0,37%,58%,77%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q17",4%,8%,4%,50%,33%,0,62%,83%,94%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q18",6%,0%,41%,41%,12%,7,29%,53%,76%,17,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q19",0%,0%,8%,38%,54%,0,72%,92%,98%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q20",0%,0%,13%,25%,63%,0,67%,88%,96%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q21",0%,0%,4%,33%,63%,0,77%,96%,99%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Q22",0%,0%,0%,29%,71%,0,84%,100%,100%,24,36,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q1",0%,3%,0%,38%,59%,0,83%,97%,100%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q2",0%,0%,3%,68%,29%,0,83%,97%,100%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q3",0%,0%,0%,47%,53%,0,88%,100%,100%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q4",0%,6%,12%,38%,44%,0,65%,82%,92%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q5",0%,3%,6%,44%,47%,0,75%,91%,97%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q6",0%,0%,0%,35%,65%,0,88%,100%,100%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q7",0%,0%,9%,35%,56%,0,75%,91%,97%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q8",0%,0%,3%,24%,74%,0,83%,97%,100%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q9",0%,6%,0%,26%,68%,0,79%,94%,99%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q10",0%,3%,12%,44%,41%,0,68%,85%,94%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q11",0%,0%,9%,41%,50%,0,75%,91%,97%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q12",0%,0%,6%,53%,41%,2,78%,94%,98%,32,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q13",0%,6%,6%,35%,53%,0,71%,88%,96%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q14",3%,0%,0%,44%,53%,0,83%,97%,100%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q15",0%,0%,12%,50%,38%,0,71%,88%,96%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q16",0%,9%,15%,38%,38%,0,58%,76%,88%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q17",6%,24%,9%,35%,26%,0,43%,62%,77%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q18",7%,17%,10%,48%,17%,5,45%,66%,81%,29,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q19",3%,0%,9%,35%,53%,0,71%,88%,96%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q20",0%,3%,6%,35%,56%,0,75%,91%,97%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q21",0%,0%,9%,44%,47%,0,75%,91%,97%,34,60,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Q22",0%,3%,6%,44%,47%,0,75%,91%,97%,34,60,"Y"
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q1",0%,12%,12%,52%,24%,0,57%,76%,88%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q2",0%,0%,15%,67%,18%,0,67%,85%,94%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q3",0%,0%,15%,42%,42%,0,67%,85%,94%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q4",0%,3%,9%,45%,42%,0,71%,88%,96%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q5",0%,9%,12%,45%,33%,0,60%,79%,90%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q6",9%,6%,21%,48%,15%,0,45%,64%,79%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q7",12%,21%,42%,12%,12%,0,12%,24%,43%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q8",6%,9%,18%,45%,21%,0,48%,67%,81%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q9",12%,9%,24%,39%,15%,0,36%,55%,72%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q10",9%,3%,18%,48%,21%,0,51%,70%,84%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q11",3%,6%,12%,55%,24%,0,60%,79%,90%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q12",7%,3%,20%,47%,23%,3,50%,70%,84%,30,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q13",3%,13%,25%,38%,22%,1,41%,59%,76%,32,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q14",0%,0%,34%,47%,19%,1,46%,66%,81%,32,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q15",3%,9%,30%,48%,9%,0,39%,58%,74%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q16",6%,13%,13%,29%,39%,2,48%,68%,83%,31,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q17",3%,3%,19%,39%,35%,2,55%,74%,87%,31,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q18",0%,12%,36%,28%,24%,8,32%,52%,72%,25,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q19",3%,9%,19%,41%,28%,1,50%,69%,83%,32,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q20",0%,9%,28%,41%,22%,1,43%,63%,78%,32,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q21",6%,0%,21%,55%,18%,0,54%,73%,86%,33,41,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Other undergraduate","Q22",0%,12%,12%,55%,21%,0,57%,76%,88%,33,41,
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q1",0%,6%,3%,74%,16%,0,73%,90%,97%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q2",0%,16%,13%,61%,10%,0,51%,71%,85%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q3",0%,16%,10%,45%,29%,0,55%,74%,87%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q4",0%,6%,23%,35%,35%,0,51%,71%,85%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q5",0%,6%,10%,58%,26%,0,65%,84%,93%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q6",0%,0%,13%,50%,37%,1,68%,87%,95%,30,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q7",7%,7%,28%,31%,28%,2,39%,59%,76%,29,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q8",0%,13%,10%,43%,33%,1,57%,77%,89%,30,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q9",0%,17%,20%,33%,30%,1,44%,63%,79%,30,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q10",0%,0%,16%,55%,29%,0,65%,84%,93%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q11",0%,13%,3%,45%,39%,0,65%,84%,93%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q12",0%,0%,16%,58%,26%,0,65%,84%,93%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q13",3%,3%,6%,45%,42%,0,69%,87%,95%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q14",6%,10%,3%,45%,35%,0,62%,81%,92%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q15",6%,6%,13%,45%,29%,0,55%,74%,87%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q16",3%,13%,3%,39%,42%,0,62%,81%,92%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q17",0%,17%,7%,47%,30%,1,57%,77%,89%,30,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q18",0%,13%,8%,46%,33%,7,57%,79%,92%,24,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q19",0%,0%,13%,55%,32%,0,69%,87%,95%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q20",0%,3%,13%,48%,35%,0,65%,84%,93%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q21",0%,3%,13%,45%,39%,0,65%,84%,93%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.63) Management studies","Other undergraduate","Q22",0%,3%,6%,61%,29%,0,73%,90%,97%,31,50,"Y"
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q1",0%,9%,0%,61%,30%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q2",0%,0%,4%,61%,35%,0,76%,96%,99%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q3",0%,4%,4%,35%,57%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q4",0%,4%,4%,52%,39%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q5",4%,0%,0%,35%,61%,0,76%,96%,99%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q6",0%,4%,9%,30%,57%,0,65%,87%,96%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q7",0%,0%,9%,43%,48%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q8",0%,9%,0%,17%,74%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q9",4%,4%,4%,35%,52%,0,65%,87%,96%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q10",0%,4%,4%,57%,35%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q11",0%,4%,0%,39%,57%,0,76%,96%,99%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q12",0%,4%,4%,39%,52%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q13",4%,0%,4%,39%,52%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q14",0%,9%,0%,39%,52%,0,71%,91%,98%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q15",0%,0%,0%,48%,52%,0,83%,100%,100%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q16",5%,5%,9%,27%,55%,1,59%,82%,93%,22,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q17",5%,0%,14%,32%,50%,1,59%,82%,93%,22,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q18",0%,6%,6%,47%,41%,6,63%,88%,97%,17,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q19",0%,4%,0%,43%,52%,0,76%,96%,99%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q20",0%,0%,0%,43%,57%,0,83%,100%,100%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q21",0%,0%,0%,48%,52%,0,83%,100%,100%,23,25,
10000747,"BLACKBURN COLLEGE","(L3.103) Teacher Training","Other undergraduate","Q22",0%,0%,0%,48%,52%,0,83%,100%,100%,23,25,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q1",6%,22%,16%,47%,9%,0,38%,56%,73%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q2",3%,13%,31%,41%,13%,0,35%,53%,71%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q3",9%,9%,9%,53%,19%,0,53%,72%,85%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q4",3%,13%,22%,38%,25%,0,43%,63%,78%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q5",22%,19%,22%,25%,13%,0,22%,38%,57%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q6",19%,16%,22%,38%,6%,0,27%,44%,62%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q7",31%,44%,3%,19%,3%,0,10%,22%,41%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q8",22%,13%,22%,38%,6%,0,27%,44%,62%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q9",16%,28%,28%,25%,3%,0,15%,28%,47%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q10",6%,32%,29%,32%,0%,1,17%,32%,52%,31,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q11",9%,22%,22%,44%,3%,0,29%,47%,65%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q12",13%,19%,29%,35%,3%,1,22%,39%,58%,31,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q13",7%,13%,23%,47%,10%,2,37%,57%,74%,30,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q14",38%,25%,9%,19%,9%,0,15%,28%,47%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q15",44%,25%,9%,19%,3%,0,10%,22%,41%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q16",3%,3%,16%,56%,22%,0,59%,78%,90%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q17",9%,9%,9%,56%,16%,0,53%,72%,85%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q18",8%,16%,36%,32%,8%,7,22%,40%,61%,25,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q19",0%,9%,16%,53%,22%,0,56%,75%,88%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q20",0%,9%,22%,44%,25%,0,50%,69%,83%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q21",0%,13%,25%,44%,19%,0,43%,63%,78%,32,45,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q22",25%,25%,16%,31%,3%,0,19%,34%,54%,32,45,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q1",0%,6%,12%,70%,12%,1,55%,82%,94%,24,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q2",0%,3%,21%,55%,21%,0,50%,76%,91%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q3",0%,0%,9%,29%,61%,2,65%,91%,98%,23,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q4",0%,0%,6%,39%,55%,0,70%,94%,99%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q5",6%,6%,21%,45%,23%,0,42%,68%,86%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q6",3%,9%,13%,46%,29%,0,49%,75%,91%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q7",0%,28%,4%,32%,36%,0,42%,68%,86%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q8",3%,12%,6%,45%,35%,0,53%,79%,93%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q9",6%,15%,6%,51%,23%,0,47%,74%,90%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q10",0%,6%,21%,49%,25%,0,47%,74%,90%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q11",0%,9%,21%,33%,38%,0,44%,71%,88%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q12",0%,3%,28%,20%,49%,3,41%,69%,87%,22,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q13",7%,21%,3%,38%,32%,0,43%,69%,87%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q14",3%,23%,4%,29%,40%,1,43%,69%,87%,24,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q15",6%,12%,6%,51%,26%,0,50%,76%,91%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q16",0%,9%,12%,28%,50%,1,52%,79%,93%,24,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q17",0%,10%,14%,37%,39%,2,49%,76%,92%,23,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q18",0%,16%,28%,16%,41%,11,26%,56%,83%,14,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q19",6%,0%,25%,34%,36%,0,43%,69%,87%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q20",0%,6%,19%,41%,34%,1,48%,75%,91%,24,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q21",0%,3%,20%,29%,48%,1,50%,77%,92%,24,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.61) Business studies","First degree","Q22",0%,6%,6%,46%,42%,0,63%,88%,97%,25,44,
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q1",0%,13%,8%,66%,13%,1,48%,79%,94%,26,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q2",0%,8%,28%,41%,23%,0,35%,64%,86%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q3",0%,0%,13%,55%,32%,2,55%,87%,97%,25,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q4",0%,0%,12%,34%,54%,0,58%,88%,98%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q5",8%,4%,4%,51%,33%,0,53%,84%,96%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q6",4%,8%,10%,29%,49%,0,47%,78%,93%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q7",4%,14%,10%,37%,34%,0,41%,71%,90%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q8",4%,16%,0%,59%,21%,0,49%,80%,94%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q9",4%,16%,20%,43%,17%,0,31%,60%,83%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q10",0%,12%,20%,54%,14%,0,38%,68%,88%,27,47,"Y"
10000824,"BOURNEMOUTH UNIVERSITY","(L3.63) Management studies","First degree","Q11",0%,12%,12%,47%,29%,0,45%,76%,92%,27,47,"Y"
