"UKPRN","Institution","Subject","Level","Mode ","First class honours","Upper second class honours","Lower / undivided second class honours","Other honours / pass","Ordinary degree","Not subject to classification","Two years aggregate data?"
10000961,"BRUNEL UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",0%,55%,40%,0%,0%,0%,
10000961,"BRUNEL UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",5%,55%,40%,0%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.05) Nursing","First degree","Full-time",7%,43%,38%,13%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.05) Nursing","First degree","Part-time",17%,30%,36%,17%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",1%,22%,61%,16%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.18) Sports Science","First degree","Part-time",15%,25%,30%,30%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.19) Psychology","First degree","Full-time",4%,30%,48%,18%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",10%,30%,50%,10%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.35) Computer Science","First degree","Part-time",25%,20%,30%,25%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Part-time",40%,45%,15%,0%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.44) Materials and Minerals Technology","First degree","Full-time",15%,50%,30%,10%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.54) Sociology","First degree","Full-time",10%,25%,45%,20%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.58) Social Work","First degree","Full-time",5%,20%,60%,15%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.60) Law","First degree","Full-time",0%,0%,50%,45%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.61) Business studies","First degree","Full-time",10%,45%,40%,10%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.61) Business studies","First degree","Part-time",10%,45%,35%,10%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.62) Marketing","First degree","Full-time",0%,40%,50%,15%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.63) Management studies","First degree","Full-time",2%,40%,45%,13%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.64) Human Resource Management","First degree","Full-time",10%,40%,25%,20%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",7%,37%,37%,19%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.69) Media studies","First degree","Full-time",0%,35%,45%,20%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.96) Design studies","First degree","Full-time",15%,44%,32%,10%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.97) Music","First degree","Full-time",2%,46%,42%,9%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.98) Drama","First degree","Full-time",0%,40%,40%,20%,0%,0%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",0%,55%,35%,10%,0%,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.101) Imaginative Writing","First degree","Full-time",0%,55%,30%,10%,0%,0%,"Y"
10001000,"BURNLEY COLLEGE","(L3.58) Social Work","First degree","Full-time",5%,45%,45%,5%,0%,0%,"Y"
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.05) Nursing","First degree","Full-time",12%,35%,43%,10%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.05) Nursing","First degree","Part-time",6%,31%,52%,10%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.10) Medical Technology","First degree","Full-time",5%,35%,50%,15%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",5%,21%,53%,20%,0%,1%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.12) Biology","First degree","Full-time",30%,50%,10%,10%,0%,0%,"Y"
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",5%,15%,60%,25%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.19) Psychology","First degree","Full-time",7%,33%,45%,15%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.27) Forensic and Archaeological Science","First degree","Full-time",5%,45%,35%,20%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",15%,25%,45%,15%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.54) Sociology","First degree","Full-time",10%,45%,35%,10%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.58) Social Work","First degree","Full-time",14%,29%,43%,13%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.58) Social Work","First degree","Part-time",26%,33%,30%,8%,3%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.59) Human and Social Geography","First degree","Full-time",15%,50%,30%,10%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.60) Law","First degree","Full-time",8%,45%,32%,15%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.61) Business studies","First degree","Full-time",24%,33%,35%,8%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.62) Marketing","First degree","Full-time",29%,42%,26%,3%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",5%,20%,55%,20%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.69) Media studies","First degree","Full-time",11%,27%,48%,14%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.75) English studies","First degree","Full-time",11%,42%,43%,4%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.76) American and Australasian studies","First degree","Full-time",5%,50%,40%,10%,0%,0%,"Y"
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.90) History","First degree","Full-time",4%,42%,44%,10%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.94) Theology and Religious studies","First degree","Full-time",10%,45%,45%,0%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",25%,45%,30%,0%,0%,0%,"Y"
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.97) Music","First degree","Full-time",20%,40%,30%,9%,1%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",16%,41%,38%,5%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.105) Academic studies in Education","First degree","Part-time",10%,45%,20%,25%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",12%,46%,38%,4%,0%,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Part-time",0%,35%,55%,15%,0%,0%,"Y"
10001144,"CANTERBURY COLLEGE","(L3.96) Design studies","First degree","Full-time",15%,25%,45%,15%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",12%,55%,33%,0%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.05) Nursing","First degree","Full-time",20%,43%,32%,5%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.05) Nursing","First degree","Part-time",9%,36%,46%,10%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.07) Nutrition","First degree","Full-time",30%,35%,25%,10%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",12%,42%,43%,4%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.12) Biology","First degree","Full-time",20%,42%,24%,14%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.15) Microbiology","First degree","Full-time",10%,50%,30%,10%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.18) Sports Science","First degree","Full-time",15%,38%,31%,16%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.19) Psychology","First degree","Full-time",8%,61%,27%,4%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.25) Chemistry","First degree","Full-time",18%,31%,39%,11%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.30) Others in Physical Sciences","First degree","Full-time",25%,40%,30%,5%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",5%,45%,40%,10%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.32) Mathematics and Statistics","First degree","Full-time",10%,15%,40%,35%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.35) Computer Science","First degree","Full-time",13%,30%,32%,24%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.35) Computer Science","First degree","Part-time",10%,20%,15%,45%,10%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",30%,35%,20%,15%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",14%,38%,32%,15%,1%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.41) Civil Engineering","First degree","Full-time",14%,43%,28%,15%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.41) Civil Engineering","First degree","Part-time",14%,46%,34%,6%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.47) Architecture","First degree","Full-time",10%,25%,45%,15%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.48) Building","First degree","Full-time",13%,35%,36%,16%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.48) Building","First degree","Part-time",10%,30%,25%,20%,15%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.53) Politics","First degree","Full-time",10%,44%,41%,5%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.54) Sociology","First degree","Full-time",8%,58%,30%,4%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.58) Social Work","First degree","Full-time",10%,50%,34%,6%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.58) Social Work","First degree","Part-time",5%,50%,15%,15%,15%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.59) Human and Social Geography","First degree","Full-time",10%,45%,45%,5%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.60) Law","First degree","Full-time",9%,42%,36%,12%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.60) Law","First degree","Part-time",0%,14%,51%,35%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.61) Business studies","First degree","Full-time",20%,37%,28%,14%,1%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.61) Business studies","First degree","Part-time",11%,28%,15%,37%,9%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.62) Marketing","First degree","Full-time",25%,38%,24%,12%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.66) Accounting","First degree","Full-time",17%,39%,31%,13%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.69) Media studies","First degree","Full-time",15%,50%,25%,10%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.70) Information Services","First degree","Full-time",10%,35%,35%,20%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.70) Information Services","First degree","Part-time",35%,55%,10%,0%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.75) English studies","First degree","Full-time",14%,56%,27%,3%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.79) French studies","First degree","Full-time",20%,35%,35%,10%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.82) Iberian studies","First degree","Full-time",15%,45%,35%,5%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.83) Others in European Languages and Area studies","First degree","Full-time",35%,45%,10%,10%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.90) History","First degree","Full-time",10%,57%,29%,4%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.95) Fine Art","First degree","Full-time",25%,36%,29%,9%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.96) Design studies","First degree","Full-time",18%,42%,29%,11%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.98) Drama","First degree","Full-time",11%,68%,21%,0%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.99) Dance","First degree","Full-time",0%,65%,30%,0%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.100) Cinematics and Photography","First degree","Full-time",20%,47%,30%,3%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.103) Teacher Training","First degree","Part-time",30%,50%,10%,10%,0%,0%,"Y"
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.106) Others in Education","First degree","Part-time",10%,50%,25%,15%,0%,0%,
10001282,"UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","(L3.108) Initial Teacher Training","First degree","Full-time",3%,34%,53%,10%,0%,0%,
10001378,"CHESTERFIELD COLLEGE","(L3.61) Business studies","First degree","Part-time",0%,0%,0%,100%,0%,0%,
10001457,"CITY COLLEGE, BRIGHTON AND HOVE","(L3.96) Design studies","First degree","Full-time",15%,30%,50%,5%,0%,0%,"Y"
10001465,"CITY OF BATH COLLEGE","(L3.18) Sports Science","First degree","Full-time",0%,35%,55%,15%,0%,0%,"Y"
10001467,"CITY OF BRISTOL COLLEGE","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",0%,0%,0%,100%,0%,0%,
10001476,"CITY OF WESTMINSTER COLLEGE","(L3.03) Anatomy, Physiology and Pathology","First degree","Part-time",13%,55%,31%,2%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.05) Nursing","First degree","Full-time",11%,50%,32%,7%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.05) Nursing","First degree","Part-time",9%,51%,32%,4%,4%,0%,
10001478,"CITY UNIVERSITY","(L3.08) Ophthalmics","First degree","Full-time",15%,47%,35%,1%,2%,0%,
10001478,"CITY UNIVERSITY","(L3.09) Aural and Oral Sciences","First degree","Full-time",5%,70%,25%,0%,5%,0%,
10001478,"CITY UNIVERSITY","(L3.10) Medical Technology","First degree","Full-time",24%,52%,21%,1%,1%,0%,
10001478,"CITY UNIVERSITY","(L3.19) Psychology","First degree","Full-time",11%,65%,20%,2%,1%,0%,
10001478,"CITY UNIVERSITY","(L3.32) Mathematics and Statistics","First degree","Full-time",25%,40%,30%,0%,5%,0%,
10001478,"CITY UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",17%,46%,20%,3%,14%,0%,
10001478,"CITY UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",10%,45%,40%,5%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.38) Aerospace Engineering","First degree","Full-time",10%,45%,30%,15%,5%,0%,
10001478,"CITY UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",20%,28%,33%,6%,13%,0%,
10001478,"CITY UNIVERSITY","(L3.41) Civil Engineering","First degree","Full-time",9%,40%,29%,18%,4%,0%,
10001478,"CITY UNIVERSITY","(L3.52) Economics","First degree","Full-time",17%,48%,30%,5%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.53) Politics","First degree","Full-time",5%,60%,35%,0%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.54) Sociology","First degree","Full-time",14%,52%,31%,3%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.60) Law","First degree","Full-time",2%,64%,31%,3%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.61) Business studies","First degree","Full-time",19%,60%,18%,0%,3%,0%,
10001478,"CITY UNIVERSITY","(L3.63) Management studies","First degree","Full-time",18%,62%,20%,0%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.65) Finance","First degree","Full-time",28%,45%,24%,0%,4%,0%,
10001478,"CITY UNIVERSITY","(L3.66) Accounting","First degree","Full-time",20%,60%,20%,0%,0%,0%,
10001478,"CITY UNIVERSITY","(L3.73) Journalism","First degree","Full-time",20%,40%,35%,5%,0%,0%,"Y"
10001478,"CITY UNIVERSITY","(L3.97) Music","First degree","Full-time",5%,55%,35%,5%,0%,0%,
10001503,"CLEVELAND COLLEGE OF ART AND DESIGN","(L3.96) Design studies","First degree","Full-time",20%,39%,37%,4%,0%,0%,
10001503,"CLEVELAND COLLEGE OF ART AND DESIGN","(L3.100) Cinematics and Photography","First degree","Full-time",10%,35%,40%,15%,0%,0%,"Y"
10001503,"CLEVELAND COLLEGE OF ART AND DESIGN","(L3.102) Others in Creative Arts and Design","First degree","Full-time",15%,40%,35%,15%,0%,0%,"Y"
10001535,"COLCHESTER INSTITUTE","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",25%,50%,20%,0%,0%,0%,
10001535,"COLCHESTER INSTITUTE","(L3.96) Design studies","First degree","Full-time",20%,40%,35%,5%,0%,0%,
10001535,"COLCHESTER INSTITUTE","(L3.97) Music","First degree","Full-time",0%,45%,50%,5%,0%,0%,
10001548,"THE COLLEGE OF HARINGEY, ENFIELD AND NORTH EAST LONDON","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",20%,65%,15%,0%,0%,0%,"Y"
10001653,"THE CONSERVATOIRE FOR DANCE AND DRAMA","(L3.98) Drama","First degree","Full-time",7%,39%,7%,0%,20%,27%,
10001653,"THE CONSERVATOIRE FOR DANCE AND DRAMA","(L3.99) Dance","First degree","Full-time",16%,65%,18%,1%,0%,0%,
10001696,"CORNWALL COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",20%,50%,25%,0%,0%,0%,"Y"
10001696,"CORNWALL COLLEGE","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",10%,65%,15%,10%,5%,0%,"Y"
10001696,"CORNWALL COLLEGE","(L3.54) Sociology","First degree","Full-time",20%,30%,45%,5%,0%,0%,"Y"
10001696,"CORNWALL COLLEGE","(L3.61) Business studies","First degree","Full-time",10%,55%,35%,0%,0%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",20%,67%,12%,2%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.05) Nursing","First degree","Full-time",15%,52%,22%,11%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.05) Nursing","First degree","Part-time",25%,40%,20%,5%,10%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.07) Nutrition","First degree","Full-time",15%,45%,35%,10%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",13%,55%,28%,3%,1%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",15%,50%,25%,10%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.12) Biology","First degree","Full-time",20%,45%,20%,15%,5%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",10%,65%,20%,5%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.19) Psychology","First degree","Full-time",8%,61%,27%,1%,3%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.25) Chemistry","First degree","Full-time",25%,35%,20%,10%,10%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.27) Forensic and Archaeological Science","First degree","Full-time",0%,45%,50%,5%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",7%,55%,27%,11%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.32) Mathematics and Statistics","First degree","Full-time",30%,35%,20%,5%,5%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",18%,40%,24%,12%,6%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.35) Computer Science","First degree","Part-time",5%,40%,20%,25%,10%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.36) General Engineering","First degree","Full-time",45%,40%,0%,15%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",17%,49%,20%,13%,1%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Part-time",35%,15%,0%,5%,45%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.38) Aerospace Engineering","First degree","Full-time",20%,45%,20%,10%,0%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",20%,35%,30%,10%,5%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.41) Civil Engineering","First degree","Full-time",21%,44%,28%,4%,1%,1%,
10001726,"COVENTRY UNIVERSITY","(L3.41) Civil Engineering","First degree","Part-time",20%,35%,20%,5%,10%,10%,
10001726,"COVENTRY UNIVERSITY","(L3.48) Building","First degree","Full-time",35%,50%,10%,0%,0%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.52) Economics","First degree","Full-time",11%,48%,38%,4%,0%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.53) Politics","First degree","Full-time",0%,35%,50%,5%,5%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.54) Sociology","First degree","Full-time",2%,52%,36%,5%,6%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.58) Social Work","First degree","Full-time",14%,51%,28%,7%,1%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.58) Social Work","First degree","Part-time",15%,30%,35%,15%,10%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.59) Human and Social Geography","First degree","Full-time",5%,50%,30%,15%,0%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.60) Law","First degree","Full-time",6%,29%,42%,13%,10%,0%,
10001726,"COVENTRY UNIVERSITY","(L3.60) Law","First degree","Part-time",5%,30%,45%,15%,5%,0%,"Y"
10001726,"COVENTRY UNIVERSITY","(L3.61) Business studies","First degree","Full-time",11%,34%,35%,14%,7%,0%,
