"UKPRN","Institution Name","Subject","Full-time","Part-time","Postgraduate","First Degree","Other Undergraduate","Two years aggregate data?"
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.11) Others in Subjects allied to Medicine",100%,0%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.12) Biology",90%,10%,0%,25%,75%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.18) Sports Science",100%,0%,0%,28%,72%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",90%,15%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.35) Computer Science",73%,27%,0%,25%,75%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.37) Mechanical, Production and Manufacturing Engineering",16%,84%,0%,28%,72%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.40) Electronic and Electrical Engineering",20%,80%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.45) Maritime Technology",96%,4%,0%,1%,99%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.46) Others in Technology",100%,0%,0%,0%,100%,"Y"
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.48) Building",35%,65%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.54) Sociology",99%,1%,0%,26%,74%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.58) Social Work",52%,48%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.61) Business studies",40%,60%,0%,0%,100%,"Y"
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.63) Management studies",39%,61%,0%,11%,89%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.67) Tourism, Transport and Travel",95%,5%,0%,50%,50%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.75) English studies",100%,0%,0%,100%,0%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.95) Fine Art",100%,0%,0%,100%,0%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.96) Design studies",97%,3%,3%,83%,13%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.98) Drama",100%,0%,0%,55%,45%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.100) Cinematics and Photography",97%,3%,0%,82%,18%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.102) Others in Creative Arts and Design",100%,0%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.103) Teacher Training",45%,55%,0%,0%,100%,
10000754,"BLACKPOOL AND THE FYLDE COLLEGE"," (L3.105) Academic studies in Education",59%,41%,46%,16%,38%,
10000794,"BOLTON COLLEGE"," (L3.41) Civil Engineering",0%,100%,0%,0%,100%,
10000794,"BOLTON COLLEGE"," (L3.48) Building",0%,100%,0%,0%,100%,
10000794,"BOLTON COLLEGE"," (L3.58) Social Work",0%,100%,0%,0%,100%,
10000794,"BOLTON COLLEGE"," (L3.108) Initial Teacher Training",15%,85%,34%,0%,66%,
10000812,"BOSTON COLLEGE"," (L3.11) Others in Subjects allied to Medicine",0%,100%,0%,0%,100%,
10000812,"BOSTON COLLEGE"," (L3.35) Computer Science",100%,0%,0%,100%,0%,"Y"
10000812,"BOSTON COLLEGE"," (L3.58) Social Work",15%,85%,0%,15%,85%,
10000812,"BOSTON COLLEGE"," (L3.106) Others in Education",0%,100%,0%,0%,100%,"Y"
10000812,"BOSTON COLLEGE"," (L3.108) Initial Teacher Training",0%,100%,20%,0%,80%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.11) Others in Subjects allied to Medicine",0%,100%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.35) Computer Science",76%,24%,0%,5%,95%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.36) General Engineering",0%,100%,0%,0%,100%,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.40) Electronic and Electrical Engineering",0%,100%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.48) Building",0%,100%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.58) Social Work",70%,30%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.61) Business studies",85%,15%,0%,1%,99%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.62) Marketing",100%,0%,0%,5%,95%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.67) Tourism, Transport and Travel",97%,3%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.69) Media studies",96%,4%,0%,35%,65%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.96) Design studies",98%,2%,0%,4%,96%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.97) Music",94%,6%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.98) Drama",100%,0%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.99) Dance",100%,0%,0%,0%,100%,"Y"
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.102) Others in Creative Arts and Design",70%,30%,0%,0%,100%,
10000820,"THE BOURNEMOUTH AND POOLE COLLEGE"," (L3.106) Others in Education",0%,100%,0%,0%,100%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.01) Medicine",0%,100%,100%,0%,0%,"Y"
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.03) Anatomy, Physiology and Pathology",100%,0%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.05) Nursing",43%,57%,6%,34%,60%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.06) Complementary Medicine",84%,16%,16%,84%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.07) Nutrition",94%,6%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.11) Others in Subjects allied to Medicine",98%,2%,0%,70%,30%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.12) Biology",92%,8%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.18) Sports Science",94%,6%,0%,95%,5%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.19) Psychology",91%,9%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.22) Forestry",0%,100%,100%,0%,0%,"Y"
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",85%,15%,26%,74%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.27) Forensic and Archaeological Science",96%,4%,11%,89%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.31) Physical Geography and Environmental Science",95%,5%,0%,95%,5%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.35) Computer Science",98%,2%,5%,93%,2%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.36) General Engineering",91%,9%,15%,85%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.37) Mechanical, Production and Manufacturing Engineering",0%,100%,0%,0%,100%,"Y"
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.40) Electronic and Electrical Engineering",45%,55%,60%,0%,40%,"Y"
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.46) Others in Technology",100%,0%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.48) Building",0%,100%,100%,0%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.58) Social Work",13%,87%,8%,24%,69%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.59) Human and Social Geography",96%,4%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.60) Law",96%,4%,11%,84%,5%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.61) Business studies",84%,16%,15%,83%,1%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.62) Marketing",96%,4%,6%,94%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.63) Management studies",73%,27%,40%,59%,1%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.64) Human Resource Management",38%,62%,100%,0%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.65) Finance",97%,3%,41%,59%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.66) Accounting",96%,4%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.67) Tourism, Transport and Travel",98%,2%,22%,75%,3%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.69) Media studies",90%,10%,18%,82%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.70) Information Services",70%,30%,100%,0%,0%,"Y"
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.71) Publicity studies",99%,1%,4%,96%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.73) Journalism",100%,0%,1%,99%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.91) Archaeology",93%,7%,10%,83%,7%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.93) Philosophy",53%,47%,100%,0%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.96) Design studies",96%,4%,7%,93%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.97) Music",99%,1%,0%,100%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.100) Cinematics and Photography",100%,0%,96%,4%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.101) Imaginative Writing",66%,34%,29%,71%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.104) Research and Study Skills in Education",0%,100%,100%,0%,0%,
10000824,"BOURNEMOUTH UNIVERSITY"," (L3.106) Others in Education",0%,100%,100%,0%,0%,
10000825,"BOURNVILLE COLLEGE OF FURTHER EDUCATION"," (L3.63) Management studies",0%,100%,0%,0%,100%,
10000825,"BOURNVILLE COLLEGE OF FURTHER EDUCATION"," (L3.105) Academic studies in Education",0%,100%,0%,0%,100%,"Y"
10000833,"BRACKNELL AND WOKINGHAM COLLEGE"," (L3.103) Teacher Training",0%,100%,0%,0%,100%,
10000833,"BRACKNELL AND WOKINGHAM COLLEGE"," (L3.108) Initial Teacher Training",0%,100%,2%,0%,98%,
10000840,"BRADFORD COLLEGE"," (L3.08) Ophthalmics",36%,64%,0%,36%,64%,
10000840,"BRADFORD COLLEGE"," (L3.11) Others in Subjects allied to Medicine",75%,25%,0%,66%,34%,
10000840,"BRADFORD COLLEGE"," (L3.18) Sports Science",100%,0%,0%,0%,100%,
10000840,"BRADFORD COLLEGE"," (L3.35) Computer Science",89%,11%,0%,45%,55%,
10000840,"BRADFORD COLLEGE"," (L3.37) Mechanical, Production and Manufacturing Engineering",25%,75%,0%,5%,95%,
10000840,"BRADFORD COLLEGE"," (L3.40) Electronic and Electrical Engineering",40%,60%,0%,0%,100%,
10000840,"BRADFORD COLLEGE"," (L3.41) Civil Engineering",3%,97%,0%,0%,100%,
10000840,"BRADFORD COLLEGE"," (L3.44) Materials and Minerals Technology",0%,100%,0%,10%,90%,
10000840,"BRADFORD COLLEGE"," (L3.48) Building",33%,67%,0%,0%,100%,
10000840,"BRADFORD COLLEGE"," (L3.53) Politics",100%,0%,0%,40%,60%,
10000840,"BRADFORD COLLEGE"," (L3.54) Sociology",80%,20%,15%,79%,6%,
10000840,"BRADFORD COLLEGE"," (L3.58) Social Work",93%,7%,0%,71%,29%,
10000840,"BRADFORD COLLEGE"," (L3.60) Law",65%,35%,0%,94%,6%,
10000840,"BRADFORD COLLEGE"," (L3.61) Business studies",86%,14%,35%,48%,17%,
10000840,"BRADFORD COLLEGE"," (L3.62) Marketing",96%,4%,24%,76%,0%,
10000840,"BRADFORD COLLEGE"," (L3.63) Management studies",75%,25%,0%,35%,65%,"Y"
10000840,"BRADFORD COLLEGE"," (L3.65) Finance",95%,5%,0%,100%,0%,
10000840,"BRADFORD COLLEGE"," (L3.66) Accounting",95%,5%,0%,100%,0%,
10000840,"BRADFORD COLLEGE"," (L3.68) Others in Business and Administrative studies",100%,0%,0%,0%,100%,"Y"
10000840,"BRADFORD COLLEGE"," (L3.92) Others in Historical and Philosophical studies",85%,15%,0%,100%,0%,
10000840,"BRADFORD COLLEGE"," (L3.95) Fine Art",63%,37%,11%,58%,30%,
10000840,"BRADFORD COLLEGE"," (L3.96) Design studies",89%,11%,0%,89%,11%,
10000840,"BRADFORD COLLEGE"," (L3.100) Cinematics and Photography",85%,15%,0%,26%,74%,
10000840,"BRADFORD COLLEGE"," (L3.102) Others in Creative Arts and Design",63%,37%,0%,13%,87%,
10000840,"BRADFORD COLLEGE"," (L3.103) Teacher Training",32%,68%,54%,1%,45%,
10000840,"BRADFORD COLLEGE"," (L3.105) Academic studies in Education",74%,26%,3%,52%,45%,
10000840,"BRADFORD COLLEGE"," (L3.106) Others in Education",2%,98%,55%,14%,31%,
10000840,"BRADFORD COLLEGE"," (L3.108) Initial Teacher Training",84%,16%,53%,46%,0%,
10000878,"BRIDGWATER COLLEGE"," (L3.11) Others in Subjects allied to Medicine",0%,100%,100%,0%,0%,"Y"
10000878,"BRIDGWATER COLLEGE"," (L3.13) Zoology",100%,0%,0%,0%,100%,
10000878,"BRIDGWATER COLLEGE"," (L3.18) Sports Science",100%,0%,0%,0%,100%,
10000878,"BRIDGWATER COLLEGE"," (L3.21) Animal Science",100%,0%,0%,35%,65%,
10000878,"BRIDGWATER COLLEGE"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",67%,33%,0%,0%,100%,
10000878,"BRIDGWATER COLLEGE"," (L3.27) Forensic and Archaeological Science",100%,0%,0%,5%,95%,
10000878,"BRIDGWATER COLLEGE"," (L3.35) Computer Science",63%,37%,0%,28%,72%,
10000878,"BRIDGWATER COLLEGE"," (L3.36) General Engineering",0%,100%,0%,5%,95%,
10000878,"BRIDGWATER COLLEGE"," (L3.37) Mechanical, Production and Manufacturing Engineering",53%,47%,0%,0%,100%,
10000878,"BRIDGWATER COLLEGE"," (L3.49) Landscape Design",65%,35%,0%,10%,90%,
10000878,"BRIDGWATER COLLEGE"," (L3.53) Politics",0%,100%,0%,0%,100%,"Y"
10000878,"BRIDGWATER COLLEGE"," (L3.58) Social Work",100%,0%,0%,0%,100%,"Y"
10000878,"BRIDGWATER COLLEGE"," (L3.63) Management studies",20%,80%,0%,0%,100%,
10000878,"BRIDGWATER COLLEGE"," (L3.105) Academic studies in Education",1%,99%,1%,1%,98%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.01) Medicine",9%,91%,100%,0%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.03) Anatomy, Physiology and Pathology",79%,21%,40%,60%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.04) Pharmacology, Toxicology and Pharmacy",84%,16%,16%,83%,1%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.05) Nursing",42%,58%,11%,21%,69%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.06) Complementary Medicine",76%,24%,25%,75%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.11) Others in Subjects allied to Medicine",29%,71%,54%,32%,14%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.12) Biology",83%,17%,16%,84%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.18) Sports Science",92%,8%,14%,83%,3%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.19) Psychology",65%,35%,43%,57%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.25) Chemistry",86%,14%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.28) Geology",95%,5%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.31) Physical Geography and Environmental Science",80%,20%,29%,71%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.32) Mathematics and Statistics",92%,8%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.35) Computer Science",82%,18%,15%,79%,6%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.37) Mechanical, Production and Manufacturing Engineering",91%,9%,20%,79%,1%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.38) Aerospace Engineering",90%,10%,25%,75%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.40) Electronic and Electrical Engineering",84%,16%,8%,88%,3%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.41) Civil Engineering",88%,12%,6%,94%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.43) Others in Engineering",60%,40%,100%,0%,0%,"Y"
10000886,"UNIVERSITY OF BRIGHTON"," (L3.44) Materials and Minerals Technology",95%,5%,0%,100%,0%,"Y"
10000886,"UNIVERSITY OF BRIGHTON"," (L3.47) Architecture",68%,32%,37%,63%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.48) Building",81%,19%,5%,77%,18%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.52) Economics",96%,4%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.54) Sociology",93%,7%,4%,96%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.55) Social Policy",70%,30%,32%,35%,33%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.58) Social Work",36%,64%,45%,20%,34%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.59) Human and Social Geography",75%,25%,100%,0%,0%,"Y"
10000886,"UNIVERSITY OF BRIGHTON"," (L3.60) Law",81%,19%,17%,83%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.61) Business studies",84%,16%,20%,73%,7%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.62) Marketing",98%,2%,0%,88%,12%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.63) Management studies",44%,56%,79%,7%,14%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.64) Human Resource Management",1%,99%,99%,0%,1%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.65) Finance",89%,11%,32%,67%,1%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.66) Accounting",89%,11%,0%,90%,10%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.67) Tourism, Transport and Travel",98%,2%,6%,75%,20%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.69) Media studies",97%,3%,0%,77%,23%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.70) Information Services",58%,42%,31%,55%,14%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.71) Publicity studies",50%,50%,100%,0%,0%,"Y"
10000886,"UNIVERSITY OF BRIGHTON"," (L3.73) Journalism",99%,1%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.75) English studies",98%,2%,0%,96%,4%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.79) French studies",4%,96%,0%,4%,96%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.80) German and Scandinavian studies",5%,95%,0%,5%,95%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.82) Iberian studies",0%,100%,0%,0%,100%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.84) Linguistics",90%,10%,25%,65%,15%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.90) History",79%,21%,18%,82%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.92) Others in Historical and Philosophical studies",92%,8%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.93) Philosophy",82%,18%,12%,88%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.95) Fine Art",59%,41%,12%,58%,30%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.96) Design studies",91%,9%,14%,86%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.97) Music",99%,1%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.98) Drama",100%,0%,0%,100%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.99) Dance",100%,0%,0%,100%,0%,"Y"
10000886,"UNIVERSITY OF BRIGHTON"," (L3.100) Cinematics and Photography",89%,11%,12%,88%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.102) Others in Creative Arts and Design",40%,60%,100%,0%,0%,"Y"
10000886,"UNIVERSITY OF BRIGHTON"," (L3.103) Teacher Training",74%,26%,77%,0%,23%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.104) Research and Study Skills in Education",0%,100%,100%,0%,0%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.105) Academic studies in Education",10%,90%,27%,22%,50%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.106) Others in Education",70%,30%,11%,69%,21%,
10000886,"UNIVERSITY OF BRIGHTON"," (L3.108) Initial Teacher Training",92%,8%,25%,69%,5%,
10000944,"BROCKENHURST COLLEGE"," (L3.103) Teacher Training",0%,100%,0%,0%,100%,
10000944,"BROCKENHURST COLLEGE"," (L3.108) Initial Teacher Training",0%,100%,4%,0%,96%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.04) Pharmacology, Toxicology and Pharmacy",55%,45%,0%,0%,100%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.12) Biology",80%,20%,0%,15%,85%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.16) Molecular Biology, Biophysics and Biochemistry",66%,34%,0%,77%,23%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.40) Electronic and Electrical Engineering",80%,20%,0%,0%,100%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.48) Building",0%,100%,0%,0%,100%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.58) Social Work",32%,68%,0%,29%,71%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.61) Business studies",61%,39%,0%,42%,58%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.104) Research and Study Skills in Education",0%,100%,0%,0%,100%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.105) Academic studies in Education",41%,59%,0%,1%,99%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION"," (L3.108) Initial Teacher Training",0%,100%,14%,0%,86%,
10000950,"BROOKLANDS COLLEGE"," (L3.37) Mechanical, Production and Manufacturing Engineering",82%,18%,0%,0%,100%,
10000950,"BROOKLANDS COLLEGE"," (L3.53) Politics",100%,0%,0%,0%,100%,
10000950,"BROOKLANDS COLLEGE"," (L3.75) English studies",100%,0%,0%,0%,100%,
10000950,"BROOKLANDS COLLEGE"," (L3.96) Design studies",0%,100%,0%,0%,100%,
10000950,"BROOKLANDS COLLEGE"," (L3.105) Academic studies in Education",63%,37%,0%,1%,99%,
10000952,"BROOKSBY MELTON COLLEGE"," (L3.21) Animal Science",100%,0%,0%,0%,100%,
10000952,"BROOKSBY MELTON COLLEGE"," (L3.98) Drama",100%,0%,0%,100%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.03) Anatomy, Physiology and Pathology",80%,20%,0%,100%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.05) Nursing",42%,58%,72%,24%,4%,
10000961,"BRUNEL UNIVERSITY"," (L3.11) Others in Subjects allied to Medicine",65%,35%,26%,74%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.12) Biology",97%,3%,8%,92%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.14) Genetics",91%,9%,62%,38%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.16) Molecular Biology, Biophysics and Biochemistry",95%,5%,0%,100%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.18) Sports Science",92%,8%,12%,88%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.19) Psychology",96%,4%,10%,90%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.30) Others in Physical Sciences",75%,25%,100%,0%,0%,"Y"
10000961,"BRUNEL UNIVERSITY"," (L3.31) Physical Geography and Environmental Science",60%,40%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.32) Mathematics and Statistics",96%,4%,11%,89%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.35) Computer Science",90%,10%,23%,77%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.36) General Engineering",84%,16%,54%,46%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.37) Mechanical, Production and Manufacturing Engineering",60%,40%,55%,45%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.38) Aerospace Engineering",99%,1%,4%,96%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.40) Electronic and Electrical Engineering",91%,9%,35%,65%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.41) Civil Engineering",99%,1%,16%,84%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.43) Others in Engineering",51%,49%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.44) Materials and Minerals Technology",40%,60%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.52) Economics",96%,4%,15%,85%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.53) Politics",91%,9%,21%,79%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.54) Sociology",97%,3%,14%,86%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.55) Social Policy",49%,51%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.56) Anthropology",79%,21%,45%,55%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.58) Social Work",40%,60%,32%,49%,19%,
10000961,"BRUNEL UNIVERSITY"," (L3.60) Law",94%,6%,14%,82%,3%,
10000961,"BRUNEL UNIVERSITY"," (L3.61) Business studies",95%,5%,11%,89%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.62) Marketing",92%,8%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.63) Management studies",88%,12%,78%,22%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.64) Human Resource Management",89%,11%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.69) Media studies",93%,7%,10%,90%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.73) Journalism",95%,5%,59%,41%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.75) English studies",92%,8%,7%,93%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.90) History",99%,1%,0%,100%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.96) Design studies",97%,3%,24%,76%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.97) Music",95%,5%,8%,92%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.98) Drama",92%,8%,11%,89%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.100) Cinematics and Photography",95%,5%,6%,94%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.101) Imaginative Writing",77%,23%,57%,43%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.102) Others in Creative Arts and Design",60%,40%,100%,0%,0%,
10000961,"BRUNEL UNIVERSITY"," (L3.103) Teacher Training",0%,100%,100%,0%,0%,
