"UKPRN","Institution","Subject","Destination","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.96) Design studies","Working & Studying",0%,,20%,,8%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.96) Design studies","Assumed to be unemployed",0%,,7%,,1%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.96) Design studies","Not available for work or study",0%,,2%,,4%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.98) Drama","Working Only",0%,,44%,,0%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.98) Drama","Studying Only",0%,,11%,,0%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.98) Drama","Working & Studying",0%,,39%,,0%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.98) Drama","Assumed to be unemployed",0%,,6%,,0%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.100) Cinematics and Photography","Working Only",0%,,43%,,10%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.100) Cinematics and Photography","Studying Only",0%,,7%,,85%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.100) Cinematics and Photography","Working & Studying",0%,,38%,,0%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.100) Cinematics and Photography","Assumed to be unemployed",0%,,8%,,5%,,0%,,0%,,0%,
10000385,"THE ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH","(L3.100) Cinematics and Photography","Not available for work or study",0%,,4%,,0%,,0%,,0%,,0%,
10000415,"ASKHAM BRYAN COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working Only",0%,,0%,,25%,,0%,,0%,,0%,
10000415,"ASKHAM BRYAN COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Studying Only",0%,,0%,,45%,,0%,,0%,,0%,
10000415,"ASKHAM BRYAN COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working & Studying",0%,,0%,,20%,,0%,,0%,,0%,
10000415,"ASKHAM BRYAN COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Assumed to be unemployed",0%,,0%,,5%,,0%,,0%,,0%,
10000415,"ASKHAM BRYAN COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Not available for work or study",0%,,0%,,5%,,0%,,0%,,0%,
10000473,"AYLESBURY COLLEGE","(L3.106) Others in Education","Working Only",0%,,0%,,15%,"Y",0%,,0%,,0%,
10000473,"AYLESBURY COLLEGE","(L3.106) Others in Education","Working & Studying",0%,,0%,,80%,"Y",0%,,0%,,0%,
10000473,"AYLESBURY COLLEGE","(L3.106) Others in Education","Not available for work or study",0%,,0%,,5%,"Y",0%,,0%,,0%,
10000534,"BARNFIELD COLLEGE","(L3.98) Drama","Working Only",0%,,0%,,45%,"Y",0%,,0%,,0%,
10000534,"BARNFIELD COLLEGE","(L3.98) Drama","Studying Only",0%,,0%,,40%,"Y",0%,,0%,,0%,
10000534,"BARNFIELD COLLEGE","(L3.98) Drama","Working & Studying",0%,,0%,,10%,"Y",0%,,0%,,0%,
10000534,"BARNFIELD COLLEGE","(L3.98) Drama","Assumed to be unemployed",0%,,0%,,5%,"Y",0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.07) Nutrition","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.07) Nutrition","Studying Only",0%,,25%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.07) Nutrition","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.07) Nutrition","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.07) Nutrition","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.19) Psychology","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.19) Psychology","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.19) Psychology","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.19) Psychology","Assumed to be unemployed",0%,,20%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.19) Psychology","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Studying Only",0%,,25%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.54) Sociology","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.54) Sociology","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.54) Sociology","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.54) Sociology","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.54) Sociology","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.61) Business studies","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.61) Business studies","Studying Only",0%,,0%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.61) Business studies","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.61) Business studies","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.61) Business studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.69) Media studies","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.69) Media studies","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.69) Media studies","Working & Studying",0%,,0%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.69) Media studies","Assumed to be unemployed",0%,,25%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.75) English studies","Working Only",75%,"Y",70%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.75) English studies","Studying Only",5%,"Y",14%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.75) English studies","Working & Studying",0%,"Y",3%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.75) English studies","Assumed to be unemployed",5%,"Y",6%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.75) English studies","Not available for work or study",15%,"Y",7%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.90) History","Working Only",0%,,60%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.90) History","Studying Only",0%,,20%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.90) History","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.90) History","Assumed to be unemployed",0%,,20%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.90) History","Not available for work or study",0%,,0%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.92) Others in Historical and Philosophical studies","Working Only",0%,,65%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.92) Others in Historical and Philosophical studies","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.92) Others in Historical and Philosophical studies","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.92) Others in Historical and Philosophical studies","Assumed to be unemployed",0%,,15%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.92) Others in Historical and Philosophical studies","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.94) Theology and Religious studies","Working Only",0%,,35%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.94) Theology and Religious studies","Studying Only",0%,,55%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.94) Theology and Religious studies","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.94) Theology and Religious studies","Not available for work or study",0%,,0%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.95) Fine Art","Working Only",0%,,67%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.95) Fine Art","Studying Only",0%,,6%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.95) Fine Art","Working & Studying",0%,,8%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.95) Fine Art","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.95) Fine Art","Not available for work or study",0%,,9%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.96) Design studies","Working Only",0%,,71%,,10%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.96) Design studies","Studying Only",0%,,3%,,65%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.96) Design studies","Working & Studying",0%,,4%,,20%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.96) Design studies","Assumed to be unemployed",0%,,18%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.96) Design studies","Not available for work or study",0%,,4%,,5%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.97) Music","Working Only",0%,,30%,,10%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.97) Music","Studying Only",0%,,40%,,65%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.97) Music","Working & Studying",0%,,10%,,15%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.97) Music","Assumed to be unemployed",0%,,10%,,5%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.97) Music","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.98) Drama","Working Only",0%,,68%,,10%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.98) Drama","Studying Only",0%,,5%,,85%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.98) Drama","Working & Studying",0%,,6%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.98) Drama","Assumed to be unemployed",0%,,9%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.98) Drama","Not available for work or study",0%,,12%,,5%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.99) Dance","Working Only",0%,,65%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.99) Dance","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.99) Dance","Working & Studying",0%,,15%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.99) Dance","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.99) Dance","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.101) Imaginative Writing","Working Only",70%,,60%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.101) Imaginative Writing","Studying Only",5%,,13%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.101) Imaginative Writing","Working & Studying",10%,,3%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.101) Imaginative Writing","Assumed to be unemployed",5%,,14%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.101) Imaginative Writing","Not available for work or study",10%,,10%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.102) Others in Creative Arts and Design","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.102) Others in Creative Arts and Design","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.102) Others in Creative Arts and Design","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.102) Others in Creative Arts and Design","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.102) Others in Creative Arts and Design","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.103) Teacher Training","Working Only",0%,,0%,,0%,,81%,"Y",0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.103) Teacher Training","Working & Studying",0%,,0%,,0%,,8%,"Y",0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.103) Teacher Training","Not available for work or study",0%,,0%,,0%,,11%,"Y",0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.105) Academic studies in Education","Working Only",0%,,43%,,32%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.105) Academic studies in Education","Studying Only",0%,,46%,,13%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.105) Academic studies in Education","Working & Studying",0%,,5%,,48%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.105) Academic studies in Education","Not available for work or study",0%,,5%,,7%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.108) Initial Teacher Training","Working Only",80%,,0%,,82%,,85%,"Y",0%,,85%,
10000571,"BATH SPA UNIVERSITY","(L3.108) Initial Teacher Training","Studying Only",0%,,0%,,1%,,0%,,0%,,0%,
10000571,"BATH SPA UNIVERSITY","(L3.108) Initial Teacher Training","Working & Studying",19%,,0%,,5%,,5%,"Y",0%,,12%,
10000571,"BATH SPA UNIVERSITY","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,,0%,,8%,,5%,"Y",0%,,1%,
10000571,"BATH SPA UNIVERSITY","(L3.108) Initial Teacher Training","Not available for work or study",1%,,0%,,4%,,5%,"Y",0%,,2%,
10000610,"BEDFORD COLLEGE","(L3.103) Teacher Training","Working Only",0%,,0%,,0%,,0%,,0%,,65%,"Y"
10000610,"BEDFORD COLLEGE","(L3.103) Teacher Training","Working & Studying",0%,,0%,,0%,,0%,,0%,,35%,"Y"
10000610,"BEDFORD COLLEGE","(L3.103) Teacher Training","Not available for work or study",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10000671,"BEXLEY COLLEGE","(L3.48) Building","Working Only",0%,,0%,,0%,,0%,,0%,,50%,
10000671,"BEXLEY COLLEGE","(L3.48) Building","Studying Only",0%,,0%,,0%,,0%,,0%,,3%,
10000671,"BEXLEY COLLEGE","(L3.48) Building","Working & Studying",0%,,0%,,0%,,0%,,0%,,32%,
10000671,"BEXLEY COLLEGE","(L3.48) Building","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,13%,
10000671,"BEXLEY COLLEGE","(L3.48) Building","Not available for work or study",0%,,0%,,0%,,0%,,0%,,2%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Working Only",0%,,72%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Studying Only",0%,,6%,,55%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Working & Studying",0%,,3%,,45%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Assumed to be unemployed",0%,,14%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Not available for work or study",0%,,6%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.23) Food and Beverage studies","Working Only",0%,,75%,,45%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.23) Food and Beverage studies","Studying Only",0%,,10%,,40%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.23) Food and Beverage studies","Working & Studying",0%,,0%,,10%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.23) Food and Beverage studies","Assumed to be unemployed",0%,,10%,,5%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.23) Food and Beverage studies","Not available for work or study",0%,,0%,,5%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.61) Business studies","Working Only",0%,,40%,,5%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.61) Business studies","Studying Only",0%,,5%,,80%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.61) Business studies","Working & Studying",0%,,10%,,10%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.61) Business studies","Assumed to be unemployed",0%,,25%,,5%,"Y",0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.61) Business studies","Not available for work or study",0%,,25%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.62) Marketing","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.62) Marketing","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.62) Marketing","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.62) Marketing","Assumed to be unemployed",0%,,20%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.62) Marketing","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.67) Tourism, Transport and Travel","Working Only",70%,,65%,,9%,,0%,,75%,"Y",20%,"Y"
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.67) Tourism, Transport and Travel","Studying Only",0%,,7%,,63%,,0%,,0%,,25%,"Y"
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.67) Tourism, Transport and Travel","Working & Studying",5%,,10%,,25%,,0%,,5%,"Y",35%,"Y"
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.67) Tourism, Transport and Travel","Assumed to be unemployed",15%,,11%,,3%,,0%,,15%,"Y",15%,"Y"
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.67) Tourism, Transport and Travel","Not available for work or study",15%,,8%,,0%,,0%,,5%,"Y",5%,"Y"
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.102) Others in Creative Arts and Design","Working Only",0%,,0%,,20%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.102) Others in Creative Arts and Design","Studying Only",0%,,0%,,40%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.102) Others in Creative Arts and Design","Working & Studying",0%,,0%,,35%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.102) Others in Creative Arts and Design","Assumed to be unemployed",0%,,0%,,5%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.105) Academic studies in Education","Working Only",0%,,46%,,5%,,0%,,75%,,27%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.105) Academic studies in Education","Studying Only",0%,,18%,,75%,,0%,,10%,,5%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.105) Academic studies in Education","Working & Studying",0%,,10%,,15%,,0%,,5%,,67%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,22%,,5%,,0%,,5%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.105) Academic studies in Education","Not available for work or study",0%,,4%,,5%,,0%,,0%,,1%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.108) Initial Teacher Training","Working Only",95%,"Y",0%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.108) Initial Teacher Training","Working & Studying",0%,"Y",0%,,0%,,0%,,0%,,0%,
10000712,"UNIVERSITY COLLEGE BIRMINGHAM","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,"Y",0%,,0%,,0%,,0%,,0%,
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Working Only",0%,,0%,,0%,,0%,,0%,,60%,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Studying Only",0%,,0%,,0%,,0%,,0%,,10%,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Working & Studying",0%,,0%,,0%,,0%,,0%,,25%,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.105) Academic studies in Education","Not available for work or study",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Working Only",0%,,0%,,0%,,0%,,0%,,65%,
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Studying Only",0%,,0%,,0%,,0%,,0%,,5%,
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Working & Studying",0%,,0%,,0%,,0%,,0%,,30%,
10000720,"BISHOP AUCKLAND COLLEGE","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,
10000721,"BISHOP BURTON COLLEGE","(L3.12) Biology","Working Only",0%,,90%,,0%,,0%,,0%,,0%,
10000721,"BISHOP BURTON COLLEGE","(L3.12) Biology","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10000721,"BISHOP BURTON COLLEGE","(L3.12) Biology","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working Only",0%,,0%,,35%,,0%,,0%,,66%,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Studying Only",0%,,0%,,30%,,0%,,0%,,2%,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working & Studying",0%,,0%,,25%,,0%,,0%,,21%,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Assumed to be unemployed",0%,,0%,,5%,,0%,,0%,,4%,
10000721,"BISHOP BURTON COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Not available for work or study",0%,,0%,,5%,,0%,,0%,,8%,
10000747,"BLACKBURN COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Working Only",0%,,0%,,0%,,0%,,0%,,45%,
10000747,"BLACKBURN COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Studying Only",0%,,0%,,0%,,0%,,0%,,5%,
10000747,"BLACKBURN COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Working & Studying",0%,,0%,,0%,,0%,,0%,,45%,
10000747,"BLACKBURN COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Not available for work or study",0%,,0%,,0%,,0%,,0%,,5%,
10000747,"BLACKBURN COLLEGE","(L3.54) Sociology","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.54) Sociology","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.54) Sociology","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.54) Sociology","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.58) Social Work","Working Only",0%,,0%,,15%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.58) Social Work","Studying Only",0%,,0%,,20%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.58) Social Work","Working & Studying",0%,,0%,,60%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.58) Social Work","Assumed to be unemployed",0%,,0%,,5%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.58) Social Work","Not available for work or study",0%,,0%,,5%,,0%,,0%,,0%,
10000747,"BLACKBURN COLLEGE","(L3.96) Design studies","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
