"UKPRN","Institution","Subject","Job Category","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10000840,"BRADFORD COLLEGE","(L3.48) Building","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,
10000840,"BRADFORD COLLEGE","(L3.48) Building","Unknown",0%,,0%,,0%,,0%,,0%,,5%,
10000840,"BRADFORD COLLEGE","(L3.96) Design studies","Graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10000840,"BRADFORD COLLEGE","(L3.96) Design studies","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10000840,"BRADFORD COLLEGE","(L3.96) Design studies","Unknown",0%,,5%,,0%,,0%,,0%,,0%,
10000840,"BRADFORD COLLEGE","(L3.108) Initial Teacher Training","Graduate job",100%,,0%,,0%,,95%,,0%,,0%,
10000840,"BRADFORD COLLEGE","(L3.108) Initial Teacher Training","Non-graduate job",0%,,0%,,0%,,5%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.03) Anatomy, Physiology and Pathology","Graduate job",95%,"Y",89%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.03) Anatomy, Physiology and Pathology","Non-graduate job",5%,"Y",11%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.04) Pharmacology, Toxicology and Pharmacy","Graduate job",0%,,94%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.04) Pharmacology, Toxicology and Pharmacy","Non-graduate job",0%,,6%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.05) Nursing","Graduate job",0%,,100%,,99%,,0%,,100%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.05) Nursing","Non-graduate job",0%,,0%,,1%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.06) Complementary Medicine","Graduate job",0%,,95%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.06) Complementary Medicine","Non-graduate job",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,75%,"Y",0%,,95%,"Y",100%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,25%,"Y",0%,,5%,"Y",0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.12) Biology","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.12) Biology","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.18) Sports Science","Graduate job",0%,,39%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.18) Sports Science","Non-graduate job",0%,,61%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.19) Psychology","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.19) Psychology","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.25) Chemistry","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.25) Chemistry","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.31) Physical Geography and Environmental Science","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.31) Physical Geography and Environmental Science","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.35) Computer Science","Graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.35) Computer Science","Non-graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.47) Architecture","Graduate job",0%,,85%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.47) Architecture","Non-graduate job",0%,,15%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.48) Building","Graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.48) Building","Non-graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.54) Sociology","Graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.54) Sociology","Non-graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.55) Social Policy","Graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.55) Social Policy","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.58) Social Work","Graduate job",100%,"Y",0%,,0%,,0%,,0%,,85%,"Y"
10000886,"UNIVERSITY OF BRIGHTON","(L3.58) Social Work","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10000886,"UNIVERSITY OF BRIGHTON","(L3.60) Law","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.60) Law","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.61) Business studies","Graduate job",90%,"Y",54%,,0%,,95%,"Y",0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.61) Business studies","Non-graduate job",10%,"Y",46%,,0%,,5%,"Y",0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.62) Marketing","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.62) Marketing","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.66) Accounting","Graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.66) Accounting","Non-graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,33%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,67%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.69) Media studies","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.69) Media studies","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.70) Information Services","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.70) Information Services","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.73) Journalism","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.73) Journalism","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.75) English studies","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.75) English studies","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.90) History","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.90) History","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.95) Fine Art","Graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.95) Fine Art","Non-graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.96) Design studies","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.96) Design studies","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.100) Cinematics and Photography","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.100) Cinematics and Photography","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,,60%,,56%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,40%,,44%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.106) Others in Education","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.106) Others in Education","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.108) Initial Teacher Training","Graduate job",99%,,95%,,95%,,95%,"Y",0%,,95%,
10000886,"UNIVERSITY OF BRIGHTON","(L3.108) Initial Teacher Training","Non-graduate job",1%,,5%,,5%,,5%,"Y",0%,,5%,
10000944,"BROCKENHURST COLLEGE","(L3.108) Initial Teacher Training","Graduate job",0%,,0%,,0%,,90%,"Y",0%,,90%,"Y"
10000944,"BROCKENHURST COLLEGE","(L3.108) Initial Teacher Training","Non-graduate job",0%,,0%,,0%,,10%,"Y",0%,,10%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.48) Building","Graduate job",0%,,0%,,0%,,0%,,0%,,90%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.48) Building","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Graduate job",0%,,95%,"Y",0%,,0%,,0%,,0%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Non-graduate job",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,0%,,0%,,70%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,30%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.108) Initial Teacher Training","Graduate job",0%,,0%,,0%,,95%,"Y",0%,,95%,"Y"
10000948,"BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.108) Initial Teacher Training","Non-graduate job",0%,,0%,,0%,,5%,"Y",0%,,5%,"Y"
10000961,"BRUNEL UNIVERSITY","(L3.03) Anatomy, Physiology and Pathology","Graduate job",0%,,90%,,0%,,0%,,95%,"Y",0%,
10000961,"BRUNEL UNIVERSITY","(L3.03) Anatomy, Physiology and Pathology","Non-graduate job",0%,,10%,,0%,,0%,,5%,"Y",0%,
10000961,"BRUNEL UNIVERSITY","(L3.05) Nursing","Graduate job",0%,,80%,"Y",0%,,95%,"Y",0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.05) Nursing","Non-graduate job",0%,,20%,"Y",0%,,5%,"Y",0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,80%,,0%,,0%,,100%,"Y",0%,
10000961,"BRUNEL UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.12) Biology","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.12) Biology","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.18) Sports Science","Graduate job",0%,,43%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.18) Sports Science","Non-graduate job",0%,,57%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.19) Psychology","Graduate job",0%,,42%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.19) Psychology","Non-graduate job",0%,,58%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.32) Mathematics and Statistics","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.32) Mathematics and Statistics","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.35) Computer Science","Graduate job",0%,,58%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.35) Computer Science","Non-graduate job",0%,,42%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,85%,,0%,,100%,"Y",0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.40) Electronic and Electrical Engineering","Graduate job",90%,"Y",50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.40) Electronic and Electrical Engineering","Non-graduate job",10%,"Y",50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.52) Economics","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.52) Economics","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.53) Politics","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.53) Politics","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.54) Sociology","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.54) Sociology","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.58) Social Work","Graduate job",90%,,90%,,0%,,0%,,90%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.58) Social Work","Non-graduate job",10%,,10%,,0%,,0%,,10%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.60) Law","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.60) Law","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.69) Media studies","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.69) Media studies","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.75) English studies","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.75) English studies","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.90) History","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.90) History","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.96) Design studies","Graduate job",0%,,74%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.96) Design studies","Non-graduate job",0%,,26%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.97) Music","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.97) Music","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.98) Drama","Graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.98) Drama","Non-graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.100) Cinematics and Photography","Graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.100) Cinematics and Photography","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,,0%,,100%,"Y"
10000961,"BRUNEL UNIVERSITY","(L3.108) Initial Teacher Training","Graduate job",98%,,100%,"Y",0%,,95%,"Y",0%,,0%,
10000961,"BRUNEL UNIVERSITY","(L3.108) Initial Teacher Training","Non-graduate job",2%,,0%,"Y",0%,,5%,"Y",0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.05) Nursing","Graduate job",0%,,100%,,99%,,100%,"Y",90%,,100%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.05) Nursing","Non-graduate job",0%,,0%,,1%,,0%,"Y",10%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.18) Sports Science","Graduate job",0%,,55%,,0%,,0%,,85%,"Y",0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.18) Sports Science","Non-graduate job",0%,,45%,,0%,,0%,,15%,"Y",0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.19) Psychology","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.19) Psychology","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.35) Computer Science","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.35) Computer Science","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,0%,,0%,,0%,,85%,"Y",0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,0%,,0%,,0%,,15%,"Y",0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.44) Materials and Minerals Technology","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.44) Materials and Minerals Technology","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.54) Sociology","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.54) Sociology","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.58) Social Work","Graduate job",0%,,95%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.58) Social Work","Non-graduate job",0%,,5%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,55%,"Y",0%,,95%,"Y",0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,45%,"Y",0%,,5%,"Y",0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.62) Marketing","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.62) Marketing","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.63) Management studies","Graduate job",0%,,40%,,0%,,0%,,0%,,65%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.63) Management studies","Non-graduate job",0%,,60%,,0%,,0%,,0%,,35%,"Y"
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.64) Human Resource Management","Graduate job",0%,,0%,,0%,,100%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,15%,,0%,,0%,,0%,,60%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,85%,,0%,,0%,,0%,,40%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.96) Design studies","Graduate job",0%,,58%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.96) Design studies","Non-graduate job",0%,,42%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.97) Music","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.97) Music","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.100) Cinematics and Photography","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10000975,"BUCKINGHAMSHIRE NEW UNIVERSITY","(L3.100) Cinematics and Photography","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10001000,"BURNLEY COLLEGE","(L3.58) Social Work","Graduate job",0%,,90%,"Y",0%,,0%,,0%,,0%,
10001000,"BURNLEY COLLEGE","(L3.58) Social Work","Non-graduate job",0%,,10%,"Y",0%,,0%,,0%,,0%,
10001005,"BURY COLLEGE","(L3.108) Initial Teacher Training","Graduate job",0%,,0%,,0%,,0%,,0%,,90%,"Y"
10001005,"BURY COLLEGE","(L3.108) Initial Teacher Training","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10001116,"CAMBRIDGE REGIONAL COLLEGE","(L3.103) Teacher Training","Graduate job",0%,,0%,,0%,,0%,,0%,,70%,"Y"
10001116,"CAMBRIDGE REGIONAL COLLEGE","(L3.103) Teacher Training","Non-graduate job",0%,,0%,,0%,,0%,,0%,,30%,"Y"
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.05) Nursing","Graduate job",0%,,99%,,93%,,0%,,95%,,100%,"Y"
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.05) Nursing","Non-graduate job",0%,,1%,,7%,,0%,,5%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.10) Medical Technology","Graduate job",0%,,100%,,0%,,100%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,92%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,8%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.18) Sports Science","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.18) Sports Science","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.19) Psychology","Graduate job",100%,,20%,,0%,,100%,"Y",0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.19) Psychology","Non-graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.27) Forensic and Archaeological Science","Graduate job",0%,,20%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.27) Forensic and Archaeological Science","Non-graduate job",0%,,80%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.35) Computer Science","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.35) Computer Science","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.58) Social Work","Graduate job",0%,,59%,,0%,,0%,,60%,,78%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.58) Social Work","Non-graduate job",0%,,41%,,0%,,0%,,40%,,22%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.59) Human and Social Geography","Graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.59) Human and Social Geography","Non-graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.60) Law","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.60) Law","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.62) Marketing","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.62) Marketing","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.63) Management studies","Graduate job",0%,,0%,,0%,,95%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.63) Management studies","Non-graduate job",0%,,0%,,0%,,5%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10001143,"CANTERBURY CHRIST CHURCH UNIVERSITY","(L3.69) Media studies","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
